	bead No				c1				c2				KG				Km				R^2			patch area
      339		      0.499		      0.181		      0.091		      0.340		      1.000		      0.280
      340		      0.532		      0.191		      0.102		      0.362		      0.996		      0.324
      341		      0.369		      0.060		      0.022		      0.214		      1.000		      0.144
      342		     -0.268		     -0.484		      0.130		      0.376		      0.995		      0.243
      343		      0.400		      0.071		      0.029		      0.236		      0.994		      0.274
      344		      0.463		      0.164		      0.076		      0.314		      1.000		      0.321
      345		      0.485		      0.178		      0.086		      0.332		      1.000		      0.316
      346		     -0.496		     -0.201		      0.100		      0.349		      1.000		      0.284
      347		      0.691		     -0.771		     -0.533		     -0.040		      1.000		      0.197
      348		     -0.419		     15.650		     -6.556		     -7.616		      0.990		      0.032
      349		        nan		        nan		        nan		        nan		        nan		        nan
      350		      0.433		      0.392		      0.170		      0.412		      0.975		      0.234
      351		      0.607		      0.265		      0.161		      0.436		      0.999		      0.285
      352		      0.607		      0.265		      0.161		      0.436		      0.999		      0.285
      353		      0.607		      0.265		      0.161		      0.436		      0.999		      0.285
      354		     -0.225		     -0.381		      0.086		      0.303		      0.980		      0.395
      355		      0.279		      0.156		      0.043		      0.217		      1.000		      0.170
      356		      0.472		      0.151		      0.071		      0.311		      0.999		      0.248
      357		      0.057		     -8.388		     -0.481		     -4.165		      1.000		      0.152
      358		     -0.119		     -0.540		      0.064		      0.329		      0.990		      0.228
      359		      0.269		      0.575		      0.155		      0.422		      0.993		      0.444
      360		     -0.559		     -0.068		      0.038		      0.313		      0.999		      0.245
      361		      0.576		      0.435		      0.250		      0.505		      1.000		      0.292
      362		     -0.591		     -0.429		      0.253		      0.510		      1.000		      0.202
      363		      0.576		      0.435		      0.250		      0.505		      1.000		      0.292
      364		     -0.195		     -0.303		      0.059		      0.249		      0.979		      0.506
      365		      0.262		      0.192		      0.050		      0.227		      0.997		      0.268
      366		      0.427		      0.098		      0.042		      0.262		      1.000		      0.187
      367		     -0.008		     -0.487		      0.004		      0.248		      1.000		      0.176
      368		     -0.182		     -0.289		      0.053		      0.236		      0.998		      0.326
      369		      0.256		      0.151		      0.039		      0.203		      0.998		      0.291
      370		      0.288		      0.149		      0.043		      0.219		      1.000		      0.149
      371		     -0.008		     -0.487		      0.004		      0.248		      1.000		      0.176
      372		     -0.293		     -0.542		      0.159		      0.417		      1.000		      0.179
      373		     -0.433		     -0.171		      0.074		      0.302		      0.997		      0.463
      374		     -0.142		     -0.298		      0.042		      0.220		      0.991		      0.252
      375		      0.223		      0.088		      0.020		      0.156		      0.999		      0.245
      376		     -0.482		     -0.233		      0.112		      0.357		      0.998		      0.289
      377		     -0.109		     -0.412		      0.045		      0.261		      0.999		      0.297
      378		      0.241		     -1.169		     -0.282		     -0.464		      0.999		      0.382
      379		      0.299		     -2.819		     -0.842		     -1.260		      1.000		      0.142
      380		      0.299		     -2.819		     -0.842		     -1.260		      1.000		      0.142
      381		        nan		        nan		        nan		        nan		        nan		        nan
      382		     -0.425		     -0.041		      0.017		      0.233		      1.000		      0.443
      383		      0.130		      0.247		      0.032		      0.188		      1.000		      0.286
      384		      0.116		      0.169		      0.019		      0.142		      1.000		      0.322
      385		     -0.096		     -0.391		      0.037		      0.243		      0.979		      0.411
      386		     -0.085		     -0.212		      0.018		      0.148		      0.995		      0.285
      387		     -0.149		     -0.080		      0.012		      0.115		      0.996		      0.351
      388		     -0.375		     -0.129		      0.048		      0.252		      0.979		      0.256
      389		     -0.063		     -0.271		      0.017		      0.167		      0.993		      0.261
      390		     -0.106		     -0.376		      0.040		      0.241		      0.995		      0.389
      391		      0.065		      0.206		      0.013		      0.135		      1.000		      0.287
      392		     -0.166		     -0.070		      0.012		      0.118		      0.999		      0.390
      393		     -0.113		     -0.432		      0.049		      0.273		      0.999		      0.450
      394		      0.410		      0.048		      0.020		      0.229		      0.997		      0.374
      395		      0.093		      0.228		      0.021		      0.160		      1.000		      0.265
      396		      0.055		      0.143		      0.008		      0.099		      0.996		      0.462
      397		        nan		        nan		        nan		        nan		        nan		        nan
      398		      0.067		      0.206		      0.014		      0.137		      1.000		      0.254
      399		      0.067		      0.150		      0.010		      0.108		      0.998		      0.464
      400		        nan		        nan		        nan		        nan		        nan		        nan
      401		      0.090		      0.199		      0.018		      0.144		      0.999		      0.258
      402		     -0.078		     -0.130		      0.010		      0.104		      0.995		      0.399
      403		        nan		        nan		        nan		        nan		        nan		        nan
      404		      0.100		      0.194		      0.019		      0.147		      0.999		      0.275
      405		     -0.135		     -0.077		      0.010		      0.106		      0.992		      0.444
      406		        nan		        nan		        nan		        nan		        nan		        nan
      407		      0.096		      0.189		      0.018		      0.143		      0.998		      0.408
      408		     -0.089		     -0.155		      0.014		      0.122		      0.989		      0.360
      409		        nan		        nan		        nan		        nan		        nan		        nan
      410		      0.113		      0.213		      0.024		      0.163		      1.000		      0.259
      411		      0.138		      0.096		      0.013		      0.117		      1.000		      0.313
      412		        nan		        nan		        nan		        nan		        nan		        nan
      413		      0.111		      0.193		      0.022		      0.152		      1.000		      0.302
      414		      0.111		      0.193		      0.022		      0.152		      1.000		      0.302
      415		     -0.330		     -0.184		      0.061		      0.257		      0.997		      0.255
      416		     -0.206		     -0.351		      0.072		      0.279		      0.997		      0.357
